MO;DY;HR;SZA;a;Ho
3;24;2;90.0;-9.0000;0.0000
3;24;3;90.0;-9.0000;0.0000
3;24;4;90.0;-9.0000;0.0000
3;24;5;90.0;-9.0000;0.0000
3;24;6;85.65;-0.4812;0.0000
3;24;7;76.68;8.6746;208.5041
3;24;8;68.24;17.5127;413.0431
3;24;9;60.85;25.5735;591.7480
3;24;10;55.15;32.2881;731.9578
3;24;11;51.81;36.9753;824.0268
3;24;12;51.38;38.9748;861.6648
3;24;13;53.91;37.9402;842.3176
3;24;14;59.0;34.0581;767.3312
3;24;15;65.96;27.9249;641.8641
3;24;16;74.14;20.2398;474.5652
3;24;17;82.64;11.6129;277.1431
3;24;18;90.0;2.5355;65.5393
3;24;19;90.0;-6.5752;0.0000
3;24;20;90.0;-9.0000;0.0000
3;24;21;90.0;-9.0000;0.0000
3;24;22;90.0;-9.0000;0.0000
3;24;23;90.0;-9.0000;0.0000
3;25;0;90.0;-9.0000;0.0000
3;25;1;90.0;-9.0000;0.0000
3;25;2;90.0;-9.0000;0.0000
3;25;3;90.0;-9.0000;0.0000
3;25;4;90.0;-9.0000;0.0000
3;25;5;90.0;-9.0000;0.0000
3;25;6;85.29;-0.1236;6.8971
3;25;7;76.31;9.0339;216.7883
3;25;8;67.87;17.8794;421.1238
3;25;9;60.47;25.9522;599.5368
3;25;10;54.75;32.6802;739.4213
3;25;11;51.41;37.3758;831.1592
3;25;12;50.99;39.3706;868.4843
3;25;13;53.55;38.3152;848.8641
3;25;14;58.67;34.4018;773.6633
3;25;15;65.66;28.2369;648.0548
3;25;16;73.86;20.5265;480.6948
3;25;17;82.3;11.8838;283.2835
3;25;18;90.0;2.8007;71.5593
3;25;19;90.0;-6.3058;0.0000
3;25;20;90.0;-9.0000;0.0000
3;25;21;90.0;-9.0000;0.0000
3;25;22;90.0;-9.0000;0.0000
3;25;23;90.0;-9.0000;0.0000
3;26;0;90.0;-9.0000;0.0000
3;26;1;90.0;-9.0000;0.0000
3;26;2;90.0;-9.0000;0.0000
3;26;3;90.0;-9.0000;0.0000
3;26;4;90.0;-9.0000;0.0000
3;26;5;90.0;-8.8263;0.0000
3;26;6;84.92;0.2337;14.4308
3;26;7;75.95;9.3926;225.0469
3;26;8;67.49;18.2455;429.1645
3;26;9;60.08;26.3302;607.2759
3;26;10;54.36;33.0716;746.8280
3;26;11;51.02;37.7756;838.2300
3;26;12;50.6;39.7657;875.2400
3;26;13;53.19;38.6892;855.3476
3;26;14;58.34;34.7443;779.9361
3;26;15;65.37;28.5476;654.1923
3;26;16;73.58;20.8121;486.7797
3;26;17;81.95;12.1539;289.3901
3;26;18;90.0;3.0652;77.5779
3;26;19;90.0;-6.0367;0.0000
3;26;20;90.0;-9.0000;0.0000
3;26;21;90.0;-9.0000;0.0000
3;26;22;90.0;-9.0000;0.0000
3;26;23;90.0;-9.0000;0.0000
3;27;0;90.0;-9.0000;0.0000
3;27;1;90.0;-9.0000;0.0000
3;27;2;90.0;-9.0000;0.0000
3;27;3;90.0;-9.0000;0.0000
3;27;4;90.0;-9.0000;0.0000
3;27;5;90.0;-8.4652;0.0000
3;27;6;84.54;0.5904;22.0755
3;27;7;75.59;9.7508;233.2759
3;27;8;67.12;18.6108;437.1618
3;27;9;59.7;26.7075;614.9626
3;27;10;53.96;33.4623;754.1753
3;27;11;50.62;38.1747;845.2370
3;27;12;50.22;40.1600;881.9303
3;27;13;52.84;39.0621;861.7669
3;27;14;58.02;35.0856;786.1485
3;27;15;65.07;28.8570;660.2759
3;27;16;73.31;21.0966;492.8191
3;27;17;82.05;12.4230;295.4619
3;27;18;89.55;3.3291;83.5916
3;27;19;90.0;-5.7682;0.0000
3;27;20;90.0;-9.0000;0.0000
3;27;21;90.0;-9.0000;0.0000
3;27;22;90.0;-9.0000;0.0000
3;27;23;90.0;-9.0000;0.0000
3;28;0;90.0;-9.0000;0.0000
3;28;1;90.0;-9.0000;0.0000
3;28;2;90.0;-9.0000;0.0000
3;28;3;90.0;-9.0000;0.0000
3;28;4;90.0;-9.0000;0.0000
3;28;5;90.0;-8.1046;0.0000
3;28;6;84.14;0.9464;29.8099
3;28;7;75.23;10.1081;241.4716
3;28;8;66.75;18.9753;445.1127
3;28;9;59.32;27.0839;622.5939
3;28;10;53.57;33.8522;761.4607
3;28;11;50.22;38.5729;852.1781
3;28;12;49.84;40.5534;888.5535
3;28;13;52.48;39.4340;868.1205
3;28;14;57.7;35.4256;792.2995
3;28;15;64.78;29.1652;666.3045
3;28;16;73.03;21.3799;498.8123
3;28;17;81.92;12.6911;301.4982
3;28;18;89.31;3.5922;89.5971
3;28;19;90.0;-5.5001;0.0000
3;28;20;90.0;-9.0000;0.0000
3;28;21;90.0;-9.0000;0.0000
3;28;22;90.0;-9.0000;0.0000
3;28;23;90.0;-9.0000;0.0000
3;29;0;90.0;-9.0000;0.0000
3;29;1;90.0;-9.0000;0.0000
3;29;2;90.0;-9.0000;0.0000
3;29;3;90.0;-9.0000;0.0000
3;29;4;90.0;-9.0000;0.0000
3;29;5;90.0;-7.7448;0.0000
3;29;6;83.73;1.3016;37.6141
3;29;7;74.87;10.4645;249.6302
3;29;8;66.39;19.3388;453.0140
3;29;9;58.94;27.4593;630.1671
3;29;10;53.17;34.2410;768.6819
3;29;11;49.82;38.9702;859.0514
3;29;12;49.45;40.9457;895.1078
3;29;13;52.13;39.8046;874.4071
3;29;14;57.38;35.7642;798.3881
3;29;15;64.48;29.4719;672.2775
3;29;16;72.76;21.6619;504.7585
3;29;17;81.66;12.9582;307.4983
3;29;18;89.2;3.8546;95.5918
3;29;19;90.0;-5.2325;0.0000
3;29;20;90.0;-9.0000;0.0000
3;29;21;90.0;-9.0000;0.0000
3;29;22;90.0;-9.0000;0.0000
3;29;23;90.0;-9.0000;0.0000
3;30;0;90.0;-9.0000;0.0000
3;30;1;90.0;-9.0000;0.0000
3;30;2;90.0;-9.0000;0.0000
3;30;3;90.0;-9.0000;0.0000
3;30;4;90.0;-9.0000;0.0000
3;30;5;90.0;-7.3859;0.0000
3;30;6;83.31;1.6558;45.4702
3;30;7;74.51;10.8199;257.7483
3;30;8;66.02;19.7012;460.8627
3;30;9;58.55;27.8334;637.6794
3;30;10;52.78;34.6287;775.8365
3;30;11;49.43;39.3665;865.8549
3;30;12;49.07;41.3370;901.5918
3;30;13;51.78;40.1740;880.6257
3;30;14;57.06;36.1014;804.4132
3;30;15;64.19;29.7772;678.1942
3;30;16;72.48;21.9426;510.6571
3;30;17;81.39;13.2242;313.4613
3;30;18;89.09;4.1161;101.5734
3;30;19;90.0;-4.9656;0.0000
3;30;20;90.0;-9.0000;0.0000
3;30;21;90.0;-9.0000;0.0000
3;30;22;90.0;-9.0000;0.0000
3;30;23;90.0;-9.0000;0.0000
3;31;0;90.0;-9.0000;0.0000
3;31;1;90.0;-9.0000;0.0000
3;31;2;90.0;-9.0000;0.0000
3;31;3;90.0;-9.0000;0.0000
3;31;4;90.0;-9.0000;0.0000
3;31;5;90.0;-7.0280;0.0000
3;31;6;82.88;2.0090;53.3615
3;31;7;74.15;11.1741;265.8221
3;31;8;65.65;20.0623;468.6556
3;31;9;58.18;28.2063;645.1284
3;31;10;52.39;35.0151;782.9223
3;31;11;49.04;39.7615;872.5867
3;31;12;48.69;41.7271;908.0041
3;31;13;51.42;40.5420;886.7749
3;31;14;56.74;36.4370;810.3740
3;31;15;63.9;30.0810;684.0536
3;31;16;72.21;22.2220;516.5074
3;31;17;81.13;13.4892;319.3866
3;31;18;88.97;4.3769;107.5403
3;31;19;90.0;-4.6992;0.0000
3;31;20;90.0;-9.0000;0.0000
3;31;21;90.0;-9.0000;0.0000
3;31;22;90.0;-9.0000;0.0000
3;31;23;90.0;-9.0000;0.0000
4;1;0;90.0;-9.0000;0.0000
4;1;1;90.0;-9.0000;0.0000
4;1;2;90.0;-9.0000;0.0000
4;1;3;90.0;-9.0000;0.0000
4;1;4;90.0;-9.0000;0.0000
4;1;5;90.0;-6.6713;0.0000
4;1;6;82.43;2.3609;61.2732
4;1;7;73.8;11.5269;273.8483
4;1;8;65.29;20.4220;476.3899
4;1;9;57.8;28.5778;652.5114
4;1;10;52.0;35.4001;789.9371
4;1;11;48.64;40.1553;879.2450
4;1;12;48.32;42.1158;914.3431
4;1;13;51.08;40.9085;892.8538
4;1;14;56.42;36.7711;816.2696
4;1;15;63.61;30.3833;689.8552
4;1;16;71.94;22.5001;522.3089
4;1;17;80.87;13.7531;325.2736
4;1;18;88.84;4.6368;113.4912
4;1;19;90.0;-4.4334;0.0000
4;1;20;90.0;-9.0000;0.0000
4;1;21;90.0;-9.0000;0.0000
4;1;22;90.0;-9.0000;0.0000
4;1;23;90.0;-9.0000;0.0000
4;2;0;90.0;-9.0000;0.0000
4;2;1;90.0;-9.0000;0.0000
4;2;2;90.0;-9.0000;0.0000
4;2;3;90.0;-9.0000;0.0000
4;2;4;90.0;-9.0000;0.0000
4;2;5;90.0;-6.3158;0.0000
4;2;6;81.97;2.7115;69.1921
4;2;7;73.44;11.8784;281.8236
4;2;8;64.92;20.7801;484.0628
4;2;9;57.42;28.9477;659.8258
4;2;10;51.61;35.7837;796.8788
4;2;11;48.25;40.5476;885.8283
4;2;12;47.94;42.5031;920.6075
4;2;13;50.73;41.2735;898.8612
4;2;14;56.11;37.1036;822.0995
4;2;15;63.32;30.6840;695.5984
4;2;16;71.67;22.7768;528.0610
4;2;17;80.61;14.0159;331.1215
4;2;18;88.71;4.8959;119.4252
4;2;19;90.0;-4.1683;0.0000
4;2;20;90.0;-9.0000;0.0000
4;2;21;90.0;-9.0000;0.0000
4;2;22;90.0;-9.0000;0.0000
4;2;23;90.0;-9.0000;0.0000
4;3;0;90.0;-9.0000;0.0000
4;3;1;90.0;-9.0000;0.0000
4;3;2;90.0;-9.0000;0.0000
4;3;3;90.0;-9.0000;0.0000
4;3;4;90.0;-9.0000;0.0000
4;3;5;89.53;-5.9617;0.0000
4;3;6;81.97;3.0606;77.1064
4;3;7;73.09;12.2282;289.7445
4;3;8;64.56;21.1366;491.6714
4;3;9;57.05;29.3159;667.0693
4;3;10;51.22;36.1656;803.7453
4;3;11;47.86;40.9384;892.3346
4;3;12;47.56;42.8889;926.7960
4;3;13;50.38;41.6369;904.7962
4;3;14;55.79;37.4343;827.8626
4;3;15;63.04;30.9831;701.2827
4;3;16;71.41;23.0521;533.7631
4;3;17;80.35;14.2775;336.9297
4;3;18;88.56;5.1540;125.3507
4;3;19;90.0;-3.9039;0.0000
4;3;20;90.0;-9.0000;0.0000
4;3;21;90.0;-9.0000;0.0000
4;3;22;90.0;-9.0000;0.0000
4;3;23;90.0;-9.0000;0.0000
4;4;0;90.0;-9.0000;0.0000
4;4;1;90.0;-9.0000;0.0000
4;4;2;90.0;-9.0000;0.0000
4;4;3;90.0;-9.0000;0.0000
4;4;4;90.0;-9.0000;0.0000
4;4;5;89.26;-5.6092;0.0000
4;4;6;81.76;3.4081;85.0061
4;4;7;72.74;12.5763;297.6079
4;4;8;64.2;21.4913;499.2129
4;4;9;56.67;29.6824;674.2394
4;4;10;50.84;36.5458;810.5348
4;4;11;47.48;41.3276;898.7627
4;4;12;47.19;43.2731;932.9075
4;4;13;50.04;41.9986;910.6579
4;4;14;55.48;37.7634;833.5583
4;4;15;62.75;31.2805;706.9073
4;4;16;71.14;23.3259;539.4148
4;4;17;80.09;14.5379;342.6977
4;4;18;88.41;5.4112;131.2445
4;4;19;90.0;-3.6402;0.0000
4;4;20;90.0;-9.0000;0.0000
4;4;21;90.0;-9.0000;0.0000
4;4;22;90.0;-9.0000;0.0000
4;4;23;90.0;-9.0000;0.0000
4;5;0;90.0;-9.0000;0.0000
4;5;1;90.0;-9.0000;0.0000
4;5;2;90.0;-9.0000;0.0000
4;5;3;90.0;-9.0000;0.0000
4;5;4;90.0;-9.0000;0.0000
4;5;5;89.11;-5.2584;0.0000
4;5;6;81.42;3.7538;92.8826
4;5;7;72.39;12.9226;305.4106
4;5;8;63.84;21.8441;506.6847
4;5;9;56.3;30.0468;681.3341
4;5;10;50.46;36.9241;817.2452
4;5;11;47.09;41.7150;905.1108
4;5;12;46.82;43.6556;938.9408
4;5;13;49.69;42.3585;916.4455
4;5;14;55.17;38.0905;839.1862
4;5;15;62.47;31.5762;712.4719
4;5;16;70.88;23.5983;545.0156
4;5;17;79.83;14.7971;348.4248
4;5;18;88.26;5.6675;137.1134
4;5;19;90.0;-3.3773;0.0000
4;5;20;90.0;-9.0000;0.0000
4;5;21;90.0;-9.0000;0.0000
4;5;22;90.0;-9.0000;0.0000
4;5;23;90.0;-9.0000;0.0000
4;6;0;90.0;-9.0000;0.0000
4;6;1;90.0;-9.0000;0.0000
4;6;2;90.0;-9.0000;0.0000
4;6;3;90.0;-9.0000;0.0000
4;6;4;90.0;-9.0000;0.0000
4;6;5;88.95;-4.9093;0.0000
4;6;6;81.08;4.0977;100.7289
4;6;7;72.05;13.2670;313.1497
4;6;8;63.49;22.1949;514.0842
4;6;9;55.93;30.4093;688.3509
4;6;10;50.08;37.3004;823.8748
4;6;11;46.71;42.1005;911.3776
4;6;12;46.45;44.0364;944.8948
4;6;13;49.35;42.7166;922.1581
4;6;14;54.86;38.4159;844.7455
4;6;15;62.19;31.8702;717.9760
4;6;16;70.61;23.8691;550.5649
4;6;17;79.58;15.0551;354.1105
4;6;18;88.09;5.9227;142.9562
4;6;19;90.0;-3.1152;0.0000
4;6;20;90.0;-9.0000;0.0000
4;6;21;90.0;-9.0000;0.0000
4;6;22;90.0;-9.0000;0.0000
4;6;23;90.0;-9.0000;0.0000
4;7;0;90.0;-9.0000;0.0000
4;7;1;90.0;-9.0000;0.0000
4;7;2;90.0;-9.0000;0.0000
4;7;3;90.0;-9.0000;0.0000
4;7;4;90.0;-9.0000;0.0000
4;7;5;88.78;-4.5622;0.0000
4;7;6;80.73;4.4395;108.5394
4;7;7;71.7;13.6092;320.8220
4;7;8;63.13;22.5435;521.4088
4;7;9;55.57;30.7695;695.2878
4;7;10;49.7;37.6746;830.4219
4;7;11;46.32;42.4841;917.5618
4;7;12;46.08;44.4152;950.7684
4;7;13;49.01;43.0727;927.7950
4;7;14;54.56;38.7392;850.2357
4;7;15;61.91;32.1623;723.4191
4;7;16;70.35;24.1384;556.0624
4;7;17;79.32;15.3118;359.7541
4;7;18;87.93;6.1770;148.7716
4;7;19;90.0;-2.8539;0.0000
4;7;20;90.0;-9.0000;0.0000
4;7;21;90.0;-9.0000;0.0000
4;7;22;90.0;-9.0000;0.0000
4;7;23;90.0;-9.0000;0.0000
4;8;0;90.0;-9.0000;0.0000
4;8;1;90.0;-9.0000;0.0000
4;8;2;90.0;-9.0000;0.0000
4;8;3;90.0;-9.0000;0.0000
4;8;4;90.0;-9.0000;0.0000
4;8;5;88.6;-4.2171;0.0000
4;8;6;80.4;4.7792;116.3096
4;8;7;71.36;13.9492;328.4247
4;8;8;62.78;22.8897;528.6562
4;8;9;55.2;31.1274;702.1428
4;8;10;49.32;38.0466;836.8848
4;8;11;45.95;42.8656;923.6620
4;8;12;45.72;44.7920;956.5608
4;8;13;48.67;43.4268;933.3556
4;8;14;54.25;39.0606;855.6563
4;8;15;61.63;32.4526;728.8009
4;8;16;70.09;24.4061;561.5077
4;8;17;79.07;15.5671;365.3551
4;8;18;87.75;6.4301;154.5582
4;8;19;90.0;-2.5935;0.0000
4;8;20;90.0;-9.0000;0.0000
4;8;21;90.0;-9.0000;0.0000
4;8;22;90.0;-9.0000;0.0000
4;8;23;90.0;-9.0000;0.0000
4;9;0;90.0;-9.0000;0.0000
4;9;1;90.0;-9.0000;0.0000
4;9;2;90.0;-9.0000;0.0000
4;9;3;90.0;-9.0000;0.0000
4;9;4;90.0;-9.0000;0.0000
4;9;5;88.4;-3.8742;0.0000
4;9;6;80.06;5.1167;124.0458
4;9;7;71.02;14.2869;335.9549
4;9;8;62.43;23.2336;535.8239
4;9;9;54.84;31.4828;708.9137
4;9;10;48.95;38.4162;843.2619
4;9;11;45.57;43.2449;929.6771
4;9;12;45.35;45.1667;962.2710
4;9;13;48.34;43.7788;938.8392
4;9;14;53.95;39.3800;861.0070
4;9;15;61.35;32.7411;734.1209
4;9;16;69.83;24.6722;566.9004
4;9;17;78.82;15.8212;370.9131
4;9;18;87.57;6.6822;160.3150
4;9;19;90.0;-2.3341;0.0000
4;9;20;90.0;-9.0000;0.0000
4;9;21;90.0;-9.0000;0.0000
4;9;22;90.0;-9.0000;0.0000
4;9;23;90.0;-9.0000;0.0000
4;10;0;90.0;-9.0000;0.0000
4;10;1;90.0;-9.0000;0.0000
4;10;2;90.0;-9.0000;0.0000
4;10;3;90.0;-9.0000;0.0000
4;10;4;90.0;-9.0000;0.0000
4;10;5;88.19;-3.5336;0.0000
4;10;6;79.72;5.4518;131.7205
4;10;7;70.68;14.6220;343.4099
4;10;8;62.09;23.5749;542.9095
4;10;9;54.48;31.8357;715.5987
4;10;10;48.57;38.7833;849.5516
4;10;11;45.19;43.6219;935.6058
4;10;12;44.99;45.5392;967.8982
4;10;13;48.01;44.1287;944.2453
4;10;14;53.65;39.6972;866.2873
4;10;15;61.08;33.0276;739.3790
4;10;16;69.57;24.9366;572.2400
4;10;17;78.57;16.0739;376.4275
4;10;18;87.38;6.9332;166.0408
4;10;19;90.0;-2.0756;0.0000
4;10;20;90.0;-9.0000;0.0000
4;10;21;90.0;-9.0000;0.0000
4;10;22;90.0;-9.0000;0.0000
4;10;23;90.0;-9.0000;0.0000
4;11;0;90.0;-9.0000;0.0000
4;11;1;90.0;-9.0000;0.0000
4;11;2;90.0;-9.0000;0.0000
4;11;3;90.0;-9.0000;0.0000
4;11;4;90.0;-9.0000;0.0000
4;11;5;87.98;-3.1955;0.0000
4;11;6;79.39;5.7844;139.3360
4;11;7;70.34;14.9546;350.7870
4;11;8;61.74;23.9135;549.9109
4;11;9;54.12;32.1859;722.1960
4;11;10;48.2;39.1478;855.7526
4;11;11;44.82;43.9964;941.4471
4;11;12;44.63;45.9095;973.4417
4;11;13;47.68;44.4763;949.5733
4;11;14;53.35;40.0123;871.4967
4;11;15;60.81;33.3122;744.5746
4;11;16;69.32;25.1994;577.5263
4;11;17;78.32;16.3252;381.8976
4;11;18;87.18;7.1831;171.7345
4;11;19;90.0;-1.8181;0.0000
4;11;20;90.0;-9.0000;0.0000
4;11;21;90.0;-9.0000;0.0000
4;11;22;90.0;-9.0000;0.0000
4;11;23;90.0;-9.0000;0.0000
4;12;0;90.0;-9.0000;0.0000
4;12;1;90.0;-9.0000;0.0000
4;12;2;90.0;-9.0000;0.0000
4;12;3;90.0;-9.0000;0.0000
4;12;4;90.0;-9.0000;0.0000
4;12;5;87.75;-2.8599;0.0000
4;12;6;79.06;6.1144;146.8879
4;12;7;70.01;15.2845;358.0835
4;12;8;61.4;24.2494;556.8258
4;12;9;53.77;32.5333;728.7037
4;12;10;47.84;39.5096;861.8633
4;12;11;44.45;44.3684;947.2000
4;12;12;44.27;46.2774;978.9007
4;12;13;47.35;44.8217;954.8228
4;12;14;53.06;40.3251;876.6352
4;12;15;60.54;33.5947;749.7077
4;12;16;69.06;25.4604;582.7590
4;12;17;78.07;16.5752;387.3232
4;12;18;86.98;7.4317;177.3950
4;12;19;90.0;-1.5616;0.0000
4;12;20;90.0;-9.0000;0.0000
4;12;21;90.0;-9.0000;0.0000
4;12;22;90.0;-9.0000;0.0000
4;12;23;90.0;-9.0000;0.0000
4;13;0;90.0;-9.0000;0.0000
4;13;1;90.0;-9.0000;0.0000
4;13;2;90.0;-9.0000;0.0000
4;13;3;90.0;-9.0000;0.0000
4;13;4;90.0;-9.0000;0.0000
4;13;5;87.51;-2.5269;0.0000
4;13;6;78.74;6.4416;154.3723
4;13;7;69.68;15.6116;365.2970
4;13;8;61.06;24.5823;563.6522
4;13;9;53.42;32.8777;735.1203
4;13;10;47.47;39.8685;867.8827
4;13;11;44.08;44.7378;952.8636
4;13;12;43.92;46.6428;984.2748
4;13;13;47.02;45.1646;959.9934
4;13;14;52.76;40.6357;881.7023
4;13;15;60.27;33.8753;754.7780
4;13;16;68.81;25.7198;587.9376
4;13;17;77.82;16.8236;392.7036
4;13;18;86.76;7.6792;183.0212
4;13;19;90.0;-1.3063;0.0000
4;13;20;90.0;-9.0000;0.0000
4;13;21;90.0;-9.0000;0.0000
4;13;22;90.0;-9.0000;0.0000
4;13;23;90.0;-9.0000;0.0000
4;14;0;90.0;-9.0000;0.0000
4;14;1;90.0;-9.0000;0.0000
4;14;2;90.0;-9.0000;0.0000
4;14;3;90.0;-9.0000;0.0000
4;14;4;90.0;-9.0000;0.0000
4;14;5;87.26;-2.1968;0.0000
4;14;6;78.42;6.7660;161.7852
4;14;7;69.36;15.9357;372.4250
4;14;8;60.73;24.9122;570.3880
4;14;9;53.07;33.2191;741.4440
4;14;10;47.11;40.2245;873.8093
4;14;11;43.72;45.1045;958.4369
4;14;12;43.57;47.0057;989.5631
4;14;13;46.7;45.5051;965.0846
4;14;14;52.47;40.9440;886.6977
4;14;15;60.0;34.1537;759.7851
4;14;16;68.56;25.9773;593.0620
4;14;17;77.57;17.0706;398.0383
4;14;18;86.55;7.9253;188.6123
4;14;19;90.0;-1.0520;0.0000
4;14;20;90.0;-9.0000;0.0000
4;14;21;90.0;-9.0000;0.0000
4;14;22;90.0;-9.0000;0.0000
4;14;23;90.0;-9.0000;0.0000
4;15;0;90.0;-9.0000;0.0000
4;15;1;90.0;-9.0000;0.0000
4;15;2;90.0;-9.0000;0.0000
4;15;3;90.0;-9.0000;0.0000
4;15;4;90.0;-9.0000;0.0000
4;15;5;87.0;-1.8695;0.0000
4;15;6;78.1;7.0874;169.1233
4;15;7;69.04;16.2567;379.4650
4;15;8;60.4;25.2389;577.0314
4;15;9;52.73;33.5574;747.6733
4;15;10;46.75;40.5775;879.6421
4;15;11;43.35;45.4682;963.9191
4;15;12;43.22;47.3659;994.7652
4;15;13;46.38;45.8431;970.0963
4;15;14;52.18;41.2498;891.6214
4;15;15;59.74;34.4301;764.7290
4;15;16;68.31;26.2331;598.1317
4;15;17;77.33;17.3161;403.3269
4;15;18;86.33;8.1702;194.1670
4;15;19;90.0;-0.7990;0.0000
4;15;20;90.0;-9.0000;0.0000
4;15;21;90.0;-9.0000;0.0000
4;15;22;90.0;-9.0000;0.0000
4;15;23;90.0;-9.0000;0.0000
4;16;0;90.0;-9.0000;0.0000
4;16;1;90.0;-9.0000;0.0000
4;16;2;90.0;-9.0000;0.0000
4;16;3;90.0;-9.0000;0.0000
4;16;4;90.0;-9.0000;0.0000
4;16;5;86.73;-1.5453;0.0000
4;16;6;77.78;7.4056;176.3830
4;16;7;68.72;16.5745;386.4148
4;16;8;60.07;25.5624;583.5803
4;16;9;52.38;33.8923;753.8068
4;16;10;46.4;40.9272;885.3799
4;16;11;42.99;45.8291;969.3095
4;16;12;42.87;47.7234;999.8807
4;16;13;46.06;46.1784;975.0280
4;16;14;51.89;41.5533;896.4731
4;16;15;59.48;34.7043;769.6094
4;16;16;68.06;26.4871;603.1467
4;16;17;77.09;17.5601;408.5689
4;16;18;86.1;8.4138;199.6845
4;16;19;90.0;-0.5471;0.0000
4;16;20;90.0;-8.9322;0.0000
4;16;21;90.0;-9.0000;0.0000
4;16;22;90.0;-9.0000;0.0000
4;16;23;90.0;-9.0000;0.0000
4;17;0;90.0;-9.0000;0.0000
4;17;1;90.0;-9.0000;0.0000
4;17;2;90.0;-9.0000;0.0000
4;17;3;90.0;-9.0000;0.0000
4;17;4;90.0;-9.0000;0.0000
4;17;5;86.46;-1.2242;0.0000
4;17;6;77.46;7.7207;183.5611
4;17;7;68.4;16.8891;393.2722
4;17;8;59.74;25.8825;590.0329
4;17;9;52.05;34.2239;759.8430
4;17;10;46.05;41.2737;891.0217
4;17;11;42.64;46.1868;974.6075
4;17;12;42.53;48.0781;1004.9090
4;17;13;45.75;46.5111;979.8796
4;17;14;51.61;41.8543;901.2527
4;17;15;59.22;34.9763;774.4263
4;17;16;67.81;26.7392;608.1065
4;17;17;76.84;17.8025;413.7637
4;17;18;85.87;8.6561;205.1639
4;17;19;90.0;-0.2965;3.2547
4;17;20;90.0;-8.6658;0.0000
4;17;21;90.0;-9.0000;0.0000
4;17;22;90.0;-9.0000;0.0000
4;17;23;90.0;-9.0000;0.0000
4;18;0;90.0;-9.0000;0.0000
4;18;1;90.0;-9.0000;0.0000
4;18;2;90.0;-9.0000;0.0000
4;18;3;90.0;-9.0000;0.0000
4;18;4;90.0;-9.0000;0.0000
4;18;5;86.17;-0.9063;0.0000
4;18;6;77.15;8.0325;190.6545
4;18;7;68.09;17.2002;400.0350
4;18;8;59.42;26.1990;596.3877
4;18;9;51.71;34.5519;765.7806
4;18;10;45.7;41.6167;896.5667
4;18;11;42.28;46.5414;979.8124
4;18;12;42.19;48.4298;1009.8500
4;18;13;45.43;46.8411;984.6510
4;18;14;51.32;42.1528;905.9601
4;18;15;58.96;35.2461;779.1794
4;18;16;67.57;26.9894;613.0109
4;18;17;76.6;18.0433;418.9109
4;18;18;85.63;8.8969;210.6040
4;18;19;90.0;-0.0472;8.3783
4;18;20;90.0;-8.4007;0.0000
4;18;21;90.0;-9.0000;0.0000
4;18;22;90.0;-9.0000;0.0000
4;18;23;90.0;-9.0000;0.0000
4;19;0;90.0;-9.0000;0.0000
4;19;1;90.0;-9.0000;0.0000
4;19;2;90.0;-9.0000;0.0000
4;19;3;90.0;-9.0000;0.0000
4;19;4;90.0;-8.9028;0.0000
4;19;5;85.88;-0.5919;0.0000
4;19;6;76.85;8.3408;197.6603
4;19;7;67.78;17.5078;406.7011
4;19;8;59.11;26.5120;602.6429
4;19;9;51.38;34.8763;771.6183
4;19;10;45.35;41.9562;902.0138
4;19;11;41.93;46.8927;984.9235
4;19;12;41.85;48.7785;1014.7033
4;19;13;45.12;47.1682;989.3418
4;19;14;51.04;42.4487;910.5952
4;19;15;58.7;35.5137;783.8688
4;19;16;67.33;27.2377;617.8597
4;19;17;76.37;18.2824;424.0100
4;19;18;85.38;9.1363;216.0040
4;19;19;90.0;0.2007;13.5381
4;19;20;90.0;-8.1370;0.0000
4;19;21;90.0;-9.0000;0.0000
4;19;22;90.0;-9.0000;0.0000
4;19;23;90.0;-9.0000;0.0000
4;20;0;90.0;-9.0000;0.0000
4;20;1;90.0;-9.0000;0.0000
4;20;2;90.0;-9.0000;0.0000
4;20;3;90.0;-9.0000;0.0000
4;20;4;90.0;-8.5814;0.0000
4;20;5;85.57;-0.2808;3.5684
4;20;6;76.54;8.6456;204.5756
4;20;7;67.47;17.8117;413.2684
4;20;8;58.79;26.8213;608.7969
4;20;9;51.05;35.1969;777.3550
4;20;10;45.01;42.2921;907.3623
4;20;11;41.59;47.2406;989.9405
4;20;12;41.51;49.1242;1019.4684
4;20;13;44.82;47.4925;993.9521
4;20;14;50.77;42.7419;915.1580
4;20;15;58.45;35.7789;788.4942
4;20;16;67.09;27.4840;622.6526
4;20;17;76.13;18.5200;429.0606
4;20;18;85.13;9.3742;221.3630
4;20;19;90.0;0.4473;18.7257
4;20;20;90.0;-7.8749;0.0000
4;20;21;90.0;-9.0000;0.0000
4;20;22;90.0;-9.0000;0.0000
4;20;23;90.0;-9.0000;0.0000
4;21;0;90.0;-9.0000;0.0000
4;21;1;90.0;-9.0000;0.0000
4;21;2;90.0;-9.0000;0.0000
4;21;3;90.0;-9.0000;0.0000
4;21;4;90.0;-8.2636;0.0000
4;21;5;85.26;0.0266;9.8928
4;21;6;76.25;8.9468;211.3977
4;21;7;67.17;18.1120;419.7352
4;21;8;58.48;27.1267;614.8483
4;21;9;50.73;35.5137;782.9895
4;21;10;44.67;42.6242;912.6114
4;21;11;41.24;47.5850;994.8629
4;21;12;41.18;49.4666;1024.1455
