MO;DY;HR;SZA;a;Ho
1;1;0;90.0;-9.0000;0.0000
1;1;1;90.0;-9.0000;0.0000
1;1;2;90.0;-9.0000;0.0000
1;1;3;90.0;-9.0000;0.0000
1;1;4;90.0;-9.0000;0.0000
1;1;5;90.0;-9.0000;0.0000
1;1;6;90.0;-9.0000;0.0000
1;1;7;90.0;-9.0000;0.0000
1;1;8;88.49;-2.3710;0.0000
1;1;9;82.82;4.4482;112.7920
1;1;10;78.42;9.7953;241.4729
1;1;11;76.0;13.2994;325.3986
1;1;12;75.8;14.6675;357.9118
1;1;13;77.82;13.7723;336.6576
1;1;14;81.89;10.6982;263.1703
1;1;15;87.6;5.7101;143.0791
1;1;16;90.0;-0.8303;0.0000
1;1;17;90.0;-8.5432;0.0000
1;1;18;90.0;-9.0000;0.0000
1;1;19;90.0;-9.0000;0.0000
1;1;20;90.0;-9.0000;0.0000
1;1;21;90.0;-9.0000;0.0000
1;1;22;90.0;-9.0000;0.0000
1;1;23;90.0;-9.0000;0.0000
1;2;0;90.0;-9.0000;0.0000
1;2;1;90.0;-9.0000;0.0000
1;2;2;90.0;-9.0000;0.0000
1;2;3;90.0;-9.0000;0.0000
1;2;4;90.0;-9.0000;0.0000
1;2;5;90.0;-9.0000;0.0000
1;2;6;90.0;-9.0000;0.0000
1;2;7;90.0;-9.0000;0.0000
1;2;8;88.48;-2.3596;0.0000
1;2;9;82.79;4.4743;113.4179
1;2;10;78.36;9.8390;242.5277
1;2;11;75.93;13.3623;326.9044
1;2;12;75.71;14.7497;359.8655
1;2;13;77.71;13.8717;339.0254
1;2;14;81.77;10.8112;265.8872
1;2;15;87.49;5.8328;146.0354
1;2;16;90.0;-0.7011;0.0000
1;2;17;90.0;-8.4102;0.0000
1;2;18;90.0;-9.0000;0.0000
1;2;19;90.0;-9.0000;0.0000
1;2;20;90.0;-9.0000;0.0000
1;2;21;90.0;-9.0000;0.0000
1;2;22;90.0;-9.0000;0.0000
1;2;23;90.0;-9.0000;0.0000
1;3;0;90.0;-9.0000;0.0000
1;3;1;90.0;-9.0000;0.0000
1;3;2;90.0;-9.0000;0.0000
1;3;3;90.0;-9.0000;0.0000
1;3;4;90.0;-9.0000;0.0000
1;3;5;90.0;-9.0000;0.0000
1;3;6;90.0;-9.0000;0.0000
1;3;7;90.0;-9.0000;0.0000
1;3;8;88.46;-2.3412;0.0000
1;3;9;82.74;4.5076;114.2158
1;3;10;78.3;9.8901;243.7589
1;3;11;75.85;13.4328;328.5864
1;3;12;75.61;14.8394;361.9923
1;3;13;77.6;13.9782;341.5609
1;3;14;81.64;10.9310;268.7644
1;3;15;87.37;5.9619;149.1432
1;3;16;90.0;-0.5661;0.0000
1;3;17;90.0;-8.2717;0.0000
1;3;18;90.0;-9.0000;0.0000
1;3;19;90.0;-9.0000;0.0000
1;3;20;90.0;-9.0000;0.0000
1;3;21;90.0;-9.0000;0.0000
1;3;22;90.0;-9.0000;0.0000
1;3;23;90.0;-9.0000;0.0000
1;4;0;90.0;-9.0000;0.0000
1;4;1;90.0;-9.0000;0.0000
1;4;2;90.0;-9.0000;0.0000
1;4;3;90.0;-9.0000;0.0000
1;4;4;90.0;-9.0000;0.0000
1;4;5;90.0;-9.0000;0.0000
1;4;6;90.0;-9.0000;0.0000
1;4;7;90.0;-9.0000;0.0000
1;4;8;88.44;-2.3159;0.0000
1;4;9;82.69;4.5482;115.1858
1;4;10;78.23;9.9486;245.1663
1;4;11;75.76;13.5109;330.4439
1;4;12;75.5;14.9365;364.2910
1;4;13;77.48;14.0919;344.2625
1;4;14;81.51;11.0575;271.8001
1;4;15;87.25;6.0973;152.4005
1;4;16;90.0;-0.4253;0.6615
1;4;17;90.0;-8.1280;0.0000
1;4;18;90.0;-9.0000;0.0000
1;4;19;90.0;-9.0000;0.0000
1;4;20;90.0;-9.0000;0.0000
1;4;21;90.0;-9.0000;0.0000
1;4;22;90.0;-9.0000;0.0000
1;4;23;90.0;-9.0000;0.0000
1;5;0;90.0;-9.0000;0.0000
1;5;1;90.0;-9.0000;0.0000
1;5;2;90.0;-9.0000;0.0000
1;5;3;90.0;-9.0000;0.0000
1;5;4;90.0;-9.0000;0.0000
1;5;5;90.0;-9.0000;0.0000
1;5;6;90.0;-9.0000;0.0000
1;5;7;90.0;-9.0000;0.0000
1;5;8;88.41;-2.2835;0.0000
1;5;9;82.63;4.5960;116.3281
1;5;10;78.15;10.0146;246.7496
1;5;11;75.66;13.5964;332.4759
1;5;12;75.39;15.0410;366.7603
1;5;13;77.35;14.2128;347.1286
1;5;14;81.37;11.1908;274.9923
1;5;15;87.12;6.2388;155.8052
1;5;16;90.0;-0.2790;3.7694
1;5;17;90.0;-7.9791;0.0000
1;5;18;90.0;-9.0000;0.0000
1;5;19;90.0;-9.0000;0.0000
1;5;20;90.0;-9.0000;0.0000
1;5;21;90.0;-9.0000;0.0000
1;5;22;90.0;-9.0000;0.0000
1;5;23;90.0;-9.0000;0.0000
1;6;0;90.0;-9.0000;0.0000
1;6;1;90.0;-9.0000;0.0000
1;6;2;90.0;-9.0000;0.0000
1;6;3;90.0;-9.0000;0.0000
1;6;4;90.0;-9.0000;0.0000
1;6;5;90.0;-9.0000;0.0000
1;6;6;90.0;-9.0000;0.0000
1;6;7;90.0;-9.0000;0.0000
1;6;8;88.37;-2.2441;0.0000
1;6;9;82.57;4.6511;117.6429
1;6;10;78.07;10.0880;248.5081
1;6;11;75.56;13.6895;334.6817
1;6;12;75.26;15.1529;369.3990
1;6;13;77.22;14.3408;350.1573
1;6;14;81.23;11.3306;278.3390
1;6;15;86.97;6.3864;159.3553
1;6;16;90.0;-0.1271;7.0240
1;6;17;90.0;-7.8252;0.0000
1;6;18;90.0;-9.0000;0.0000
1;6;19;90.0;-9.0000;0.0000
1;6;20;90.0;-9.0000;0.0000
1;6;21;90.0;-9.0000;0.0000
1;6;22;90.0;-9.0000;0.0000
1;6;23;90.0;-9.0000;0.0000
1;7;0;90.0;-9.0000;0.0000
1;7;1;90.0;-9.0000;0.0000
1;7;2;90.0;-9.0000;0.0000
1;7;3;90.0;-9.0000;0.0000
1;7;4;90.0;-9.0000;0.0000
1;7;5;90.0;-9.0000;0.0000
1;7;6;90.0;-9.0000;0.0000
1;7;7;90.0;-9.0000;0.0000
1;7;8;88.33;-2.1976;0.0000
1;7;9;82.5;4.7133;119.1301
1;7;10;77.98;10.1688;250.4414
1;7;11;75.45;13.7899;337.0600
1;7;12;75.14;15.2722;372.2053
1;7;13;77.07;14.4757;353.3469
1;7;14;81.08;11.4770;281.8380
1;7;15;86.82;6.5400;163.0486
1;7;16;90.0;0.0303;10.4247
1;7;17;90.0;-7.6662;0.0000
1;7;18;90.0;-9.0000;0.0000
1;7;19;90.0;-9.0000;0.0000
1;7;20;90.0;-9.0000;0.0000
1;7;21;90.0;-9.0000;0.0000
1;7;22;90.0;-9.0000;0.0000
1;7;23;90.0;-9.0000;0.0000
1;8;0;90.0;-9.0000;0.0000
1;8;1;90.0;-9.0000;0.0000
1;8;2;90.0;-9.0000;0.0000
1;8;3;90.0;-9.0000;0.0000
1;8;4;90.0;-9.0000;0.0000
1;8;5;90.0;-9.0000;0.0000
1;8;6;90.0;-9.0000;0.0000
1;8;7;90.0;-9.0000;0.0000
1;8;8;88.29;-2.1442;0.0000
1;8;9;82.42;4.7829;120.7898
1;8;10;77.88;10.2570;252.5487
1;8;11;75.33;13.8978;339.6096
1;8;12;75.0;15.3987;375.1778
1;8;13;76.92;14.6176;356.6954
1;8;14;80.92;11.6299;285.4872
1;8;15;86.66;6.6994;166.8826
1;8;16;90.0;0.1930;13.9704
1;8;17;90.0;-7.5024;0.0000
1;8;18;90.0;-9.0000;0.0000
1;8;19;90.0;-9.0000;0.0000
1;8;20;90.0;-9.0000;0.0000
1;8;21;90.0;-9.0000;0.0000
1;8;22;90.0;-9.0000;0.0000
1;8;23;90.0;-9.0000;0.0000
1;9;0;90.0;-9.0000;0.0000
1;9;1;90.0;-9.0000;0.0000
1;9;2;90.0;-9.0000;0.0000
1;9;3;90.0;-9.0000;0.0000
1;9;4;90.0;-9.0000;0.0000
1;9;5;90.0;-9.0000;0.0000
1;9;6;90.0;-9.0000;0.0000
1;9;7;90.0;-9.0000;0.0000
1;9;8;88.23;-2.0836;0.0000
1;9;9;82.33;4.8596;122.6218
1;9;10;77.77;10.3525;254.8293
1;9;11;75.2;14.0131;342.3294
1;9;12;74.86;15.5324;378.3148
1;9;13;76.77;14.7664;360.2007
1;9;14;80.76;11.7892;289.2842
1;9;15;86.49;6.8647;170.8551
1;9;16;90.0;0.3610;17.6601
1;9;17;90.0;-7.3339;0.0000
1;9;18;90.0;-9.0000;0.0000
1;9;19;90.0;-9.0000;0.0000
1;9;20;90.0;-9.0000;0.0000
1;9;21;90.0;-9.0000;0.0000
1;9;22;90.0;-9.0000;0.0000
1;9;23;90.0;-9.0000;0.0000
1;10;0;90.0;-9.0000;0.0000
1;10;1;90.0;-9.0000;0.0000
1;10;2;90.0;-9.0000;0.0000
1;10;3;90.0;-9.0000;0.0000
1;10;4;90.0;-9.0000;0.0000
1;10;5;90.0;-9.0000;0.0000
1;10;6;90.0;-9.0000;0.0000
1;10;7;90.0;-9.0000;0.0000
1;10;8;88.18;-2.0160;0.0000
1;10;9;82.24;4.9435;124.6260
1;10;10;77.66;10.4553;257.2822
1;10;11;75.07;14.1356;345.2179
1;10;12;74.71;15.6733;381.6144
1;10;13;76.61;14.9220;363.8607
1;10;14;80.59;11.9547;293.2266
1;10;15;86.32;7.0357;174.9636
1;10;16;90.0;0.5341;21.4921
1;10;17;90.0;-7.1606;0.0000
1;10;18;90.0;-9.0000;0.0000
1;10;19;90.0;-9.0000;0.0000
1;10;20;90.0;-9.0000;0.0000
1;10;21;90.0;-9.0000;0.0000
1;10;22;90.0;-9.0000;0.0000
1;10;23;90.0;-9.0000;0.0000
1;11;0;90.0;-9.0000;0.0000
1;11;1;90.0;-9.0000;0.0000
1;11;2;90.0;-9.0000;0.0000
1;11;3;90.0;-9.0000;0.0000
1;11;4;90.0;-9.0000;0.0000
1;11;5;90.0;-9.0000;0.0000
1;11;6;90.0;-9.0000;0.0000
1;11;7;90.0;-9.0000;0.0000
1;11;8;88.12;-1.9414;0.0000
1;11;9;82.13;5.0346;126.8117
1;11;10;77.54;10.5654;259.9062
1;11;11;74.93;14.2655;348.2737
1;11;12;74.55;15.8213;385.0748
1;11;13;76.44;15.0843;367.6732
1;11;14;80.41;12.1265;297.3120
1;11;15;86.13;7.2124;179.2056
1;11;16;90.0;0.7123;25.4647
1;11;17;90.0;-6.9828;0.0000
1;11;18;90.0;-9.0000;0.0000
1;11;19;90.0;-9.0000;0.0000
1;11;20;90.0;-9.0000;0.0000
1;11;21;90.0;-9.0000;0.0000
1;11;22;90.0;-9.0000;0.0000
1;11;23;90.0;-9.0000;0.0000
1;12;0;90.0;-9.0000;0.0000
1;12;1;90.0;-9.0000;0.0000
1;12;2;90.0;-9.0000;0.0000
1;12;3;90.0;-9.0000;0.0000
1;12;4;90.0;-9.0000;0.0000
1;12;5;90.0;-9.0000;0.0000
1;12;6;90.0;-9.0000;0.0000
1;12;7;90.0;-9.0000;0.0000
1;12;8;88.05;-1.8597;0.0000
1;12;9;82.02;5.1329;129.1590
1;12;10;77.41;10.6828;262.7004
1;12;11;74.78;14.4026;351.4951
1;12;12;74.39;15.9763;388.6940
1;12;13;76.26;15.2533;371.6358
1;12;14;80.23;12.3044;301.5379
1;12;15;85.93;7.3945;183.5784
1;12;16;90.0;0.8954;29.5757
1;12;17;90.0;-6.8005;0.0000
1;12;18;90.0;-9.0000;0.0000
1;12;19;90.0;-9.0000;0.0000
1;12;20;90.0;-9.0000;0.0000
1;12;21;90.0;-9.0000;0.0000
1;12;22;90.0;-9.0000;0.0000
1;12;23;90.0;-9.0000;0.0000
1;13;0;90.0;-9.0000;0.0000
1;13;1;90.0;-9.0000;0.0000
1;13;2;90.0;-9.0000;0.0000
1;13;3;90.0;-9.0000;0.0000
1;13;4;90.0;-9.0000;0.0000
1;13;5;90.0;-9.0000;0.0000
1;13;6;90.0;-9.0000;0.0000
1;13;7;90.0;-9.0000;0.0000
1;13;8;87.97;-1.7710;0.0000
1;13;9;81.91;5.2383;131.6766
1;13;10;77.27;10.8073;265.6636
1;13;11;74.63;14.5468;354.8804
1;13;12;74.22;16.1383;392.4698
1;13;13;76.08;15.4289;375.7461
1;13;14;80.05;12.4883;305.9016
1;13;15;85.72;7.5821;188.0795
1;13;16;90.0;1.0833;33.8226
1;13;17;90.0;-6.6139;0.0000
1;13;18;90.0;-9.0000;0.0000
1;13;19;90.0;-9.0000;0.0000
1;13;20;90.0;-9.0000;0.0000
1;13;21;90.0;-9.0000;0.0000
1;13;22;90.0;-9.0000;0.0000
1;13;23;90.0;-9.0000;0.0000
1;14;0;90.0;-9.0000;0.0000
1;14;1;90.0;-9.0000;0.0000
1;14;2;90.0;-9.0000;0.0000
1;14;3;90.0;-9.0000;0.0000
1;14;4;90.0;-9.0000;0.0000
1;14;5;90.0;-9.0000;0.0000
1;14;6;90.0;-9.0000;0.0000
1;14;7;90.0;-9.0000;0.0000
1;14;8;87.89;-1.6754;0.0000
1;14;9;81.78;5.3508;134.3637
1;14;10;77.13;10.9391;268.7941
1;14;11;74.47;14.6982;358.4278
1;14;12;74.04;16.3072;396.4001
1;14;13;75.9;15.6109;380.0017
1;14;14;79.85;12.6782;310.4006
1;14;15;85.5;7.7750;192.7060
1;14;16;90.0;1.2760;38.2028
1;14;17;90.0;-6.4230;0.0000
1;14;18;90.0;-9.0000;0.0000
1;14;19;90.0;-9.0000;0.0000
1;14;20;90.0;-9.0000;0.0000
1;14;21;90.0;-9.0000;0.0000
1;14;22;90.0;-9.0000;0.0000
1;14;23;90.0;-9.0000;0.0000
1;15;0;90.0;-9.0000;0.0000
1;15;1;90.0;-9.0000;0.0000
1;15;2;90.0;-9.0000;0.0000
1;15;3;90.0;-9.0000;0.0000
1;15;4;90.0;-9.0000;0.0000
1;15;5;90.0;-9.0000;0.0000
1;15;6;90.0;-9.0000;0.0000
1;15;7;90.0;-9.0000;0.0000
1;15;8;87.8;-1.5727;0.0000
1;15;9;81.66;5.4704;137.2194
1;15;10;76.98;11.0779;272.0908
1;15;11;74.3;14.8566;362.1356
1;15;12;73.86;16.4829;400.4826
1;15;13;75.7;15.7994;384.4000
1;15;14;79.66;12.8739;315.0319
1;15;15;85.27;7.9732;197.4553
1;15;16;90.0;1.4734;42.7133
1;15;17;90.0;-6.2279;0.0000
1;15;18;90.0;-9.0000;0.0000
1;15;19;90.0;-9.0000;0.0000
1;15;20;90.0;-9.0000;0.0000
1;15;21;90.0;-9.0000;0.0000
1;15;22;90.0;-9.0000;0.0000
1;15;23;90.0;-9.0000;0.0000
1;16;0;21.94;-9.0000;0.0000
1;16;1;21.94;-9.0000;0.0000
1;16;2;21.94;-9.0000;0.0000
1;16;3;21.94;-9.0000;0.0000
1;16;4;21.94;-9.0000;0.0000
1;16;5;21.94;-9.0000;0.0000
1;16;6;21.94;-9.0000;0.0000
1;16;7;90.0;-9.0000;0.0000
1;16;8;87.7;-1.4631;0.0000
1;16;9;81.52;5.5970;140.2428
1;16;10;76.82;11.2238;275.5519
1;16;11;74.12;15.0220;366.0014
1;16;12;73.67;16.6654;404.7151
1;16;13;75.5;15.9942;388.9384
1;16;14;79.45;13.0754;319.7928
1;16;15;85.03;8.1765;202.3244
1;16;16;90.0;1.6753;47.3509
1;16;17;90.0;-6.0289;0.0000
1;16;18;90.0;-9.0000;0.0000
1;16;19;90.0;-9.0000;0.0000
1;16;20;90.0;-9.0000;0.0000
1;16;21;90.0;-9.0000;0.0000
1;16;22;90.0;-9.0000;0.0000
1;16;23;90.0;-9.0000;0.0000
1;17;0;90.0;-9.0000;0.0000
1;17;1;90.0;-9.0000;0.0000
1;17;2;90.0;-9.0000;0.0000
1;17;3;90.0;-9.0000;0.0000
1;17;4;90.0;-9.0000;0.0000
1;17;5;90.0;-9.0000;0.0000
1;17;6;90.0;-9.0000;0.0000
1;17;7;90.0;-9.0000;0.0000
1;17;8;87.6;-1.3466;0.0000
1;17;9;81.37;5.7306;143.4328
1;17;10;76.66;11.3767;279.1759
1;17;11;73.94;15.1944;370.0235
1;17;12;73.47;16.8545;409.0948
1;17;13;75.3;16.1952;393.6141
1;17;14;79.24;13.2825;324.6806
1;17;15;84.78;8.3848;207.3105
1;17;16;90.0;1.8816;52.1122
1;17;17;90.0;-5.8258;0.0000
1;17;18;90.0;-9.0000;0.0000
1;17;19;90.0;-9.0000;0.0000
1;17;20;90.0;-9.0000;0.0000
1;17;21;90.0;-9.0000;0.0000
1;17;22;90.0;-9.0000;0.0000
1;17;23;90.0;-9.0000;0.0000
1;18;0;90.0;-9.0000;0.0000
1;18;1;90.0;-9.0000;0.0000
1;18;2;90.0;-9.0000;0.0000
1;18;3;90.0;-9.0000;0.0000
1;18;4;90.0;-9.0000;0.0000
1;18;5;90.0;-9.0000;0.0000
1;18;6;90.0;-9.0000;0.0000
1;18;7;90.0;-9.0000;0.0000
1;18;8;87.49;-1.2232;0.0000
1;18;9;81.22;5.8711;146.7883
1;18;10;76.49;11.5366;282.9610
1;18;11;73.75;15.3736;374.1994
1;18;12;73.27;17.0503;413.6194
1;18;13;75.09;16.4024;398.4245
1;18;14;79.03;13.4952;329.6921
1;18;15;84.51;8.5980;212.4107
1;18;16;90.0;2.0922;56.9936
1;18;17;90.0;-5.6190;0.0000
1;18;18;90.0;-9.0000;0.0000
1;18;19;90.0;-9.0000;0.0000
1;18;20;90.0;-9.0000;0.0000
1;18;21;90.0;-9.0000;0.0000
1;18;22;90.0;-9.0000;0.0000
1;18;23;90.0;-9.0000;0.0000
1;19;0;90.0;-9.0000;0.0000
1;19;1;90.0;-9.0000;0.0000
1;19;2;90.0;-9.0000;0.0000
1;19;3;90.0;-9.0000;0.0000
1;19;4;90.0;-9.0000;0.0000
1;19;5;90.0;-9.0000;0.0000
1;19;6;90.0;-9.0000;0.0000
1;19;7;90.0;-9.0000;0.0000
1;19;8;87.37;-1.0930;0.0000
1;19;9;81.07;6.0185;150.3079
1;19;10;76.31;11.7034;286.9052
1;19;11;73.56;15.5596;378.5270
1;19;12;73.06;17.2526;418.2863
1;19;13;74.87;16.6157;403.3665
1;19;14;78.81;13.7134;334.8246
1;19;15;84.24;8.8160;217.6219
1;19;16;90.0;2.3070;61.9915
1;19;17;90.0;-5.4084;0.0000
1;19;18;90.0;-9.0000;0.0000
1;19;19;90.0;-9.0000;0.0000
1;19;20;90.0;-9.0000;0.0000
1;19;21;90.0;-9.0000;0.0000
1;19;22;90.0;-9.0000;0.0000
1;19;23;90.0;-9.0000;0.0000
1;20;0;90.0;-9.0000;0.0000
1;20;1;90.0;-9.0000;0.0000
1;20;2;90.0;-9.0000;0.0000
1;20;3;90.0;-9.0000;0.0000
1;20;4;90.0;-9.0000;0.0000
1;20;5;90.0;-9.0000;0.0000
1;20;6;90.0;-9.0000;0.0000
1;20;7;90.0;-9.0000;0.0000
1;20;8;87.24;-0.9559;0.0000
1;20;9;80.9;6.1728;153.9903
1;20;10;76.13;11.8770;291.0066
1;20;11;73.36;15.7523;383.0039
1;20;12;72.85;17.4613;423.0928
1;20;13;74.65;16.8349;408.4373
1;20;14;78.59;13.9369;340.0748
1;20;15;83.95;9.0388;222.9410
1;20;16;90.0;2.5260;67.1019
1;20;17;90.0;-5.1942;0.0000
1;20;18;90.0;-9.0000;0.0000
1;20;19;90.0;-9.0000;0.0000
1;20;20;90.0;-9.0000;0.0000
1;20;21;90.0;-9.0000;0.0000
1;20;22;90.0;-9.0000;0.0000
1;20;23;90.0;-9.0000;0.0000
1;21;0;90.0;-9.0000;0.0000
1;21;1;90.0;-9.0000;0.0000
1;21;2;90.0;-9.0000;0.0000
1;21;3;90.0;-9.0000;0.0000
1;21;4;90.0;-9.0000;0.0000
1;21;5;90.0;-9.0000;0.0000
1;21;6;90.0;-9.0000;0.0000
1;21;7;90.0;-8.9816;0.0000
1;21;8;87.1;-0.8121;0.0000
1;21;9;80.73;6.3338;157.8338
1;21;10;75.94;12.0574;295.2630
1;21;11;73.15;15.9517;387.6275
1;21;12;72.63;17.6764;428.0361
1;21;13;74.42;17.0600;413.6340
1;21;14;78.36;14.1657;345.4398
1;21;15;83.65;9.2661;228.3651
1;21;16;90.0;2.7489;72.3209
1;21;17;90.0;-4.9766;0.0000
1;21;18;90.0;-9.0000;0.0000
1;21;19;90.0;-9.0000;0.0000
1;21;20;90.0;-9.0000;0.0000
1;21;21;90.0;-9.0000;0.0000
1;21;22;90.0;-9.0000;0.0000
1;21;23;90.0;-9.0000;0.0000
1;22;0;90.0;-9.0000;0.0000
1;22;1;90.0;-9.0000;0.0000
1;22;2;90.0;-9.0000;0.0000
1;22;3;90.0;-9.0000;0.0000
1;22;4;90.0;-9.0000;0.0000
1;22;5;90.0;-9.0000;0.0000
1;22;6;90.0;-9.0000;0.0000
1;22;7;90.0;-8.8446;0.0000
1;22;8;86.96;-0.6616;0.0000
1;22;9;80.55;6.5016;161.8369
1;22;10;75.74;12.2445;299.6725
1;22;11;72.93;16.1576;392.3954
1;22;12;72.4;17.8977;433.1133
1;22;13;74.19;17.2908;418.9533
1;22;14;78.12;14.3996;350.9164
1;22;15;83.34;9.4979;233.8910
1;22;16;90.0;2.9757;77.6448
1;22;17;90.0;-4.7555;0.0000
1;22;18;90.0;-9.0000;0.0000
1;22;19;90.0;-9.0000;0.0000
1;22;20;90.0;-9.0000;0.0000
1;22;21;90.0;-9.0000;0.0000
1;22;22;90.0;-9.0000;0.0000
1;22;23;90.0;-9.0000;0.0000
1;23;0;90.0;-9.0000;0.0000
1;23;1;90.0;-9.0000;0.0000
1;23;2;90.0;-9.0000;0.0000
1;23;3;90.0;-9.0000;0.0000
1;23;4;90.0;-9.0000;0.0000
1;23;5;90.0;-9.0000;0.0000
1;23;6;90.0;-9.0000;0.0000
1;23;7;90.0;-8.7009;0.0000
1;23;8;86.8;-0.5044;0.0000
1;23;9;80.36;6.6760;165.9978
1;23;10;75.54;12.4381;304.2326
1;23;11;72.71;16.3700;397.3049
1;23;12;72.17;18.1252;438.3215
1;23;13;73.95;17.5273;424.3925
1;23;14;77.89;14.6385;356.5015
1;23;15;83.63;9.7341;239.5155
1;23;16;89.39;3.2063;83.0695
1;23;17;90.0;-4.5310;0.0000
1;23;18;90.0;-9.0000;0.0000
1;23;19;90.0;-9.0000;0.0000
1;23;20;90.0;-9.0000;0.0000
1;23;21;90.0;-9.0000;0.0000
1;23;22;90.0;-9.0000;0.0000
1;23;23;90.0;-9.0000;0.0000
1;24;0;90.0;-9.0000;0.0000
1;24;1;90.0;-9.0000;0.0000
1;24;2;90.0;-9.0000;0.0000
1;24;3;90.0;-9.0000;0.0000
1;24;4;90.0;-9.0000;0.0000
1;24;5;90.0;-9.0000;0.0000
1;24;6;90.0;-9.0000;0.0000
1;24;7;90.0;-8.5506;0.0000
1;24;8;86.64;-0.3406;2.4517
1;24;9;80.17;6.8571;170.3146
1;24;10;75.32;12.6384;308.9410
1;24;11;72.48;16.5888;402.3533
1;24;12;71.93;18.3588;443.6578
1;24;13;73.7;17.7695;429.9481
1;24;14;77.64;14.8825;362.1917
1;24;15;83.4;9.9746;245.2356
1;24;16;89.29;3.4406;88.5912
1;24;17;90.0;-4.3035;0.0000
1;24;18;90.0;-9.0000;0.0000
1;24;19;90.0;-9.0000;0.0000
1;24;20;90.0;-9.0000;0.0000
1;24;21;90.0;-9.0000;0.0000
1;24;22;90.0;-9.0000;0.0000
1;24;23;90.0;-9.0000;0.0000
1;25;0;90.0;-9.0000;0.0000
1;25;1;90.0;-9.0000;0.0000
1;25;2;90.0;-9.0000;0.0000
1;25;3;90.0;-9.0000;0.0000
1;25;4;90.0;-9.0000;0.0000
1;25;5;90.0;-9.0000;0.0000
1;25;6;90.0;-9.0000;0.0000
1;25;7;90.0;-8.3938;0.0000
1;25;8;86.46;-0.1703;6.0801
1;25;9;79.98;7.0446;174.7855
1;25;10;75.11;12.8451;313.7953
1;25;11;72.25;16.8139;407.5378
1;25;12;71.68;18.5983;449.1191
1;25;13;73.46;18.0170;435.6171
1;25;14;77.4;15.1312;367.9841
1;25;15;83.15;10.2192;251.0478
1;25;16;89.18;3.6784;94.2062
1;25;17;90.0;-4.0728;0.0000
1;25;18;90.0;-9.0000;0.0000
1;25;19;90.0;-9.0000;0.0000
1;25;20;90.0;-9.0000;0.0000
1;25;21;90.0;-9.0000;0.0000
1;25;22;90.0;-9.0000;0.0000
1;25;23;90.0;-9.0000;0.0000
1;26;0;90.0;-9.0000;0.0000
1;26;1;90.0;-9.0000;0.0000
1;26;2;90.0;-9.0000;0.0000
1;26;3;90.0;-9.0000;0.0000
1;26;4;90.0;-9.0000;0.0000
1;26;5;90.0;-9.0000;0.0000
1;26;6;90.0;-9.0000;0.0000
1;26;7;90.0;-8.2304;0.0000
1;26;8;86.28;0.0065;9.8827
1;26;9;79.77;7.2386;179.4083
1;26;10;74.88;13.0582;318.7930
1;26;11;72.01;17.0453;412.8555
1;26;12;71.43;18.8438;454.7022
1;26;13;73.2;18.2700;441.3961
1;26;14;77.14;15.3846;373.8750
1;26;15;82.91;10.4679;256.9492
1;26;16;89.07;3.9197;99.9108
1;26;17;90.0;-3.8391;0.0000
1;26;18;90.0;-9.0000;0.0000
1;26;19;90.0;-9.0000;0.0000
1;26;20;90.0;-9.0000;0.0000
1;26;21;90.0;-9.0000;0.0000
1;26;22;90.0;-9.0000;0.0000
1;26;23;90.0;-9.0000;0.0000
1;27;0;90.0;-9.0000;0.0000
1;27;1;90.0;-9.0000;0.0000
1;27;2;90.0;-9.0000;0.0000
1;27;3;90.0;-9.0000;0.0000
1;27;4;90.0;-9.0000;0.0000
1;27;5;90.0;-9.0000;0.0000
1;27;6;90.0;-9.0000;0.0000
1;27;7;90.0;-8.0606;0.0000
1;27;8;86.08;0.1897;13.8593
1;27;9;79.56;7.4390;184.1808
1;27;10;74.65;13.2776;323.9312
1;27;11;71.76;17.2827;418.3034
1;27;12;71.18;19.0950;460.4041
1;27;13;72.94;18.5282;447.2820
1;27;14;76.89;15.6427;379.8613
1;27;15;82.66;10.7206;262.9363
1;27;16;88.94;4.1644;105.7018
1;27;17;90.0;-3.6025;0.0000
1;27;18;90.0;-9.0000;0.0000
1;27;19;90.0;-9.0000;0.0000
1;27;20;90.0;-9.0000;0.0000
1;27;21;90.0;-9.0000;0.0000
1;27;22;90.0;-9.0000;0.0000
1;27;23;90.0;-9.0000;0.0000
1;28;0;90.0;-9.0000;0.0000
1;28;1;90.0;-9.0000;0.0000
1;28;2;90.0;-9.0000;0.0000
1;28;3;90.0;-9.0000;0.0000
1;28;4;90.0;-9.0000;0.0000
1;28;5;90.0;-9.0000;0.0000
1;28;6;90.0;-9.0000;0.0000
1;28;7;90.0;-7.8844;0.0000
1;28;8;85.88;0.3793;18.0096
1;28;9;79.34;7.6457;189.1008
1;28;10;74.42;13.5033;329.2075
1;28;11;71.51;17.5263;423.8787
1;28;12;70.91;19.3519;466.2214
1;28;13;72.68;18.7915;453.2713
1;28;14;76.63;15.9053;385.9397
1;28;15;82.41;10.9770;269.0060
1;28;16;88.81;4.4122;111.5760
1;28;17;90.0;-3.3632;0.0000
1;28;18;90.0;-9.0000;0.0000
1;28;19;90.0;-9.0000;0.0000
1;28;20;90.0;-9.0000;0.0000
1;28;21;90.0;-9.0000;0.0000
1;28;22;90.0;-9.0000;0.0000
1;28;23;90.0;-9.0000;0.0000
1;29;0;90.0;-9.0000;0.0000
1;29;1;90.0;-9.0000;0.0000
1;29;2;90.0;-9.0000;0.0000
1;29;3;90.0;-9.0000;0.0000
